State,Governor,Party,Speech
Tennessee,Bill Lee,Republican,"Fully funding BEP growth, 4% teacher raises, the Tennessee Teacher and Leader Institute, record investments in teacher recruitment, professional development, literacy training, and the K-12 Mental Health Trust Fund, our total new dollars invested in the future of public education in the coming fiscal year will equal more than $600 million."
Tennessee,Bill Lee,Republican,"So, when you’re back home in your districts this year, if someone tells you we’re not supporting public education, they’re not telling the truth."
Tennessee,Bill Lee,Republican,We’re making these changes and these investments because we want our public schools to be excellent.
Tennessee,Bill Lee,Republican,"But, how will we know if we’re succeeding?"
Tennessee,Bill Lee,Republican,"On one hand, Tennessee moved up nine places on the NAEP in our best-performing area of math, and we avoided the national trend of backsliding on past gains."
Tennessee,Bill Lee,Republican,"On the other hand, the true measure of a successful education system is a cohort of high school graduates who are well-prepared to be productive citizens, whether they choose a career or college."
Tennessee,Bill Lee,Republican,"To me, education isn't just about a test score."
Tennessee,Bill Lee,Republican,"Assessments are valuable tools, but if the adults in education are doing their job correctly, they won't just see academic statistics improve, they'll see the most important stat of all improve:"
Tennessee,Bill Lee,Republican,"That our students are prepared to become productive members of society, whether that's entering the workforce, attending college, or earning a high-quality industry credential."
Tennessee,Bill Lee,Republican,"This past year, we’ve placed special emphasis on career readiness."
Tennessee,Bill Lee,Republican,"I’m proud of the GIVE Act that this legislature approved last year, which allowed us to grant $25 million to schools across our state who are helping young adults earn industry certification earlier than ever before."
Tennessee,Bill Lee,Republican,"This year, we launched 28 new work-based learning programs, 18 of which are in rural distressed counties."
Tennessee,Bill Lee,Republican,Some of my favorite days as governor have been traveling to this state’s rural counties to deliver a GIVE Grant to launch a new CTE program.
Tennessee,Bill Lee,Republican,"As I stand in a welding shop, I get to look into the eyes of students who, maybe for the first time, are excited about what they are doing at school."
Tennessee,Bill Lee,Republican,"I look at them and say, “You have a unique ability to connect your brain to your hands that a lot of students don’t have.”"
Tennessee,Bill Lee,Republican,"I tell them, “We need you. We need your skills. Your communities need you.”"
Tennessee,Bill Lee,Republican,"And I say to them, “Stay in your rural county, and build it. Put those gifts and skills to work in your own backyard. We need you.”"
Tennessee,Bill Lee,Republican,"I’m also proud of the Future Workforce Initiative, which is adding 100 new middle school STEM programs by 2022 and tripling the number of STEM-designated schools."
Tennessee,Bill Lee,Republican,"Through this work, we’ve seen a 100% increase in the number of schools applying to receive STEM-designation."
